Country,Date,DailyCases,CumulativeCases
Wales,2020-09-26,370,22584
Wales,2020-09-25,320,22215
Wales,2020-09-24,348,21896
Wales,2020-09-23,389,21548
Wales,2020-09-22,281,21159
Wales,2020-09-21,234,20878
Wales,2020-09-20,199,20644
Wales,2020-09-19,212,20445
Wales,2020-09-18,185,20233
Wales,2020-09-17,168,20048
Wales,2020-09-16,199,19880
Wales,2020-09-15,110,19681
Wales,2020-09-14,183,19573
Wales,2020-09-13,162,19390
Wales,2020-09-12,164,19228
Wales,2020-09-11,133,19064
Wales,2020-09-10,102,18931
Wales,2020-09-09,165,18829
Wales,2020-09-08,150,18664
Wales,2020-09-07,133,18514
Wales,2020-09-06,98,18381
Wales,2020-09-05,77,18283
Wales,2020-09-04,51,18206
Wales,2020-09-03,50,18155
Wales,2020-09-02,42,18105
Wales,2020-09-01,51,18063
Wales,2020-08-31,39,18012
Wales,2020-08-30,56,17973
Wales,2020-08-29,40,17917
Wales,2020-08-28,34,17877
Wales,2020-08-27,35,17843
Wales,2020-08-26,34,17808
Wales,2020-08-25,28,17774
Wales,2020-08-24,19,17746
Wales,2020-08-23,20,17727
Wales,2020-08-22,34,17707
Wales,2020-08-21,34,17673
Wales,2020-08-20,19,17639
Wales,2020-08-19,21,17620
Wales,2020-08-18,24,17599
Wales,2020-08-17,14,17575
Wales,2020-08-16,18,17561
Wales,2020-08-15,27,17543
Wales,2020-08-14,18,17516
Wales,2020-08-13,15,17499
Wales,2020-08-12,8,17484
Wales,2020-08-11,13,17476
Wales,2020-08-10,12,17463
Wales,2020-08-09,26,17451
Wales,2020-08-08,19,17425
Wales,2020-08-07,17,17406
Wales,2020-08-06,15,17389
Wales,2020-08-05,14,17374
Wales,2020-08-04,22,17361
Wales,2020-08-03,24,17339
Wales,2020-08-02,37,17315
Wales,2020-08-01,21,17279
Wales,2020-07-31,26,17258
Wales,2020-07-30,9,17232
Wales,2020-07-29,32,17223
Wales,2020-07-28,21,17191
Wales,2020-07-27,45,17170
Wales,2020-07-26,22,17125
Wales,2020-07-25,30,17105
Wales,2020-07-24,45,17075
Wales,2020-07-23,43,17030
Wales,2020-07-22,22,16987
Wales,2020-07-21,22,16965
Wales,2020-07-20,15,16943
Wales,2020-07-19,31,16928
Wales,2020-07-18,10,16897
Wales,2020-07-17,16,16887
Wales,2020-07-16,18,16871
Wales,2020-07-15,18,16854
Wales,2020-07-14,21,16836
Wales,2020-07-13,11,15973
Wales,2020-07-12,16,15962
Wales,2020-07-11,7,15946
Wales,2020-07-10,10,15939
Wales,2020-07-09,16,15929
Wales,2020-07-08,13,15913
Wales,2020-07-07,2,15900
Wales,2020-07-06,8,15898
Wales,2020-07-05,15,15890
Wales,2020-07-04,34,15875
Wales,2020-07-03,26,15841
Wales,2020-07-02,41,15815
Wales,2020-07-01,32,15775
Wales,2020-06-30,26,15743
Wales,2020-06-29,116,15717
Wales,2020-06-28,25,15602
Wales,2020-06-27,46,15577
Wales,2020-06-26,65,15531
Wales,2020-06-25,125,15466
Wales,2020-06-24,47,15341
Wales,2020-06-23,51,15295
Wales,2020-06-22,71,15197
Wales,2020-06-21,100,15126
Wales,2020-06-20,25,15026
Wales,2020-06-19,31,15001
Wales,2020-06-18,48,14970
Wales,2020-06-17,53,14922
Wales,2020-06-16,65,14869
Wales,2020-06-15,62,14804
Wales,2020-06-14,39,14742
Wales,2020-06-13,45,14703
Wales,2020-06-12,77,14658
Wales,2020-06-11,63,14581
Wales,2020-06-10,38,14518
Wales,2020-06-09,42,14480
Wales,2020-06-08,42,14438
Wales,2020-06-07,40,14396
Wales,2020-06-06,42,14356
Wales,2020-06-05,76,14314
Wales,2020-06-04,35,14238
Wales,2020-06-03,82,14203
Wales,2020-06-02,67,14121
Wales,2020-06-01,59,14054
Wales,2020-05-31,82,13995
Wales,2020-05-30,86,13913
Wales,2020-05-29,102,13827
Wales,2020-05-28,72,13725
Wales,2020-05-27,97,13653
Wales,2020-05-26,141,13556
Wales,2020-05-25,106,13415
Wales,2020-05-24,140,13309
Wales,2020-05-23,185,13169
Wales,2020-05-22,138,12984
Wales,2020-05-21,166,12846
Wales,2020-05-20,110,12680
Wales,2020-05-19,166,12570
Wales,2020-05-18,101,12404
Wales,2020-05-17,162,12304
Wales,2020-05-16,183,12142
Wales,2020-05-15,126,11960
Wales,2020-05-14,128,11834
Wales,2020-05-13,133,11706
Wales,2020-05-12,105,11573
Wales,2020-05-11,124,11468
Wales,2020-05-10,223,11344
Wales,2020-05-09,118,11121
Wales,2020-05-08,152,11003
Wales,2020-05-07,87,10851
Wales,2020-05-06,95,10764
Wales,2020-05-05,145,10669
Wales,2020-05-04,195,10524
Wales,2020-05-03,174,10329
Wales,2020-05-02,183,10155
Wales,2020-05-01,160,9972
Wales,2020-04-30,183,9812
Wales,2020-04-29,117,9629
Wales,2020-04-28,232,9512
Wales,2020-04-27,203,9280
Wales,2020-04-26,178,9078
Wales,2020-04-25,299,8900
Wales,2020-04-24,243,8601
Wales,2020-04-23,234,8358
Wales,2020-04-22,274,8124
Wales,2020-04-21,304,7850
Wales,2020-04-20,276,7546
Wales,2020-04-19,334,7270
Wales,2020-04-18,292,6936
Wales,2020-04-17,244,6645
Wales,2020-04-16,284,6401
Wales,2020-04-15,272,6118
Wales,2020-04-14,238,5848
Wales,2020-04-13,313,5610
Wales,2020-04-12,367,5297
Wales,2020-04-11,340,4930
Wales,2020-04-10,502,4591
Wales,2020-04-09,16,4089
Wales,2020-04-08,283,4073
Wales,2020-04-07,291,3790
Wales,2020-04-06,302,3499
Wales,2020-04-05,344,3197
Wales,2020-04-04,387,2853
Wales,2020-04-03,345,2466
Wales,2020-04-02,284,2121
Wales,2020-04-01,274,1837
Wales,2020-03-31,112,1563
Wales,2020-03-30,210,1451
Wales,2020-03-29,148,1241
Wales,2020-03-28,172,1093
Wales,2020-03-27,180,921
Wales,2020-03-26,113,741
Wales,2020-03-25,150,628
Wales,2020-03-24,60,478
Wales,2020-03-23,71,418
Wales,2020-03-22,67,347
Wales,2020-03-21,89,280
Wales,2020-03-20,21,191
Wales,2020-03-19,21,170
Wales,2020-03-18,13,149
Wales,2020-03-17,12,136
Wales,2020-03-16,30,124
Wales,2020-03-15,34,94
Wales,2020-03-14,22,60
Wales,2020-03-13,13,38
Wales,2020-03-12,10,25
Wales,2020-03-11,9,15
Wales,2020-03-10,2,6
Wales,2020-03-09,2,4
Wales,2020-03-08,0,2
Wales,2020-03-07,0,2
Wales,2020-03-06,0,2
Wales,2020-03-05,1,2
Wales,2020-03-04,0,1
Wales,2020-03-03,0,1
Wales,2020-03-02,0,1
Wales,2020-03-01,0,1
Wales,2020-02-29,0,1
Wales,2020-02-28,1,1
Wales,2020-02-27,0,
Wales,2020-02-26,0,
Wales,2020-02-25,0,
Wales,2020-02-24,0,
Wales,2020-02-23,0,
Wales,2020-02-22,0,
Wales,2020-02-21,0,
Wales,2020-02-20,0,
Wales,2020-02-19,0,
Wales,2020-02-18,0,
Wales,2020-02-17,0,
Wales,2020-02-16,0,
Wales,2020-02-15,0,
Wales,2020-02-14,0,
Wales,2020-02-13,0,
Wales,2020-02-12,0,
Wales,2020-02-11,0,
Wales,2020-02-10,0,
Wales,2020-02-09,0,
Wales,2020-02-08,0,
Wales,2020-02-07,0,
Wales,2020-02-06,0,
Wales,2020-02-05,0,
Wales,2020-02-04,0,
Wales,2020-02-03,0,
Wales,2020-02-02,0,
Wales,2020-02-01,0,
Wales,2020-01-31,0,
Wales,2020-01-30,0,
Wales,2020-01-29,0,
Wales,2020-01-28,0,
Wales,2020-01-27,0,
Wales,2020-01-26,0,
Wales,2020-01-25,0,
Wales,2020-01-24,0,
Wales,2020-01-23,0,
Wales,2020-01-22,0,
Wales,2020-01-21,0,
Wales,2020-01-20,0,
Wales,2020-01-19,0,
Wales,2020-01-18,0,
Wales,2020-01-17,0,
Wales,2020-01-16,0,
Wales,2020-01-15,0,
Wales,2020-01-14,0,
Wales,2020-01-13,0,
Wales,2020-01-12,0,
Wales,2020-01-11,0,
Wales,2020-01-10,0,
Wales,2020-01-09,0,
Wales,2020-01-08,0,
Wales,2020-01-07,0,
Wales,2020-01-06,0,
Wales,2020-01-05,0,
Wales,2020-01-04,0,
Wales,2020-01-03,0,
